Outer Key,Inner Key (Tuple),Value
5250,"(4, 1)","['AR', 0.4991545827930195]"
5250,"(4, 2)","['AL', 0.7791621750704706]"
5250,"(4, 3)","['AL', 0.3718301128690437]"
5500,"(0, 0)","['AD', -0.10517882484929202]"
5500,"(0, 1)","['AL', -0.08281848281281814]"
5500,"(0, 2)","['AD', -0.42158802827911335]"
5500,"(0, 3)","['AD', 0.07287648983266869]"
5500,"(0, 4)","['AD', 1.1091656424088139]"
5500,"(1, 0)","['AD', 0.0033306515407166386]"
5500,"(1, 1)","['AD', -0.024449221116848288]"
5500,"(1, 2)","['AL', -0.26728225965249036]"
5500,"(1, 3)","['AD', 1.0126790664285916]"
5500,"(1, 4)","['AD', 1.6335710056209942]"
5500,"(2, 0)","['AD', 0.07975162118966658]"
5500,"(2, 1)","['AD', 0.10887665404083481]"
5500,"(2, 3)","['AR', 2.7684580128681895]"
5500,"(2, 4)","['AD', 2.6064668713665915]"
5500,"(3, 0)","['AD', 0.1226801294767934]"
5500,"(3, 1)","['AD', 0.15857532652725126]"
5500,"(3, 3)","['AU', 2.527789697932308]"
5500,"(3, 4)","['AD', 5.447936821476678]"
5500,"(4, 0)","['AR', 0.13693428514447775]"
5500,"(4, 1)","['AR', 0.4991579836304653]"
5500,"(4, 2)","['AL', 0.7786289671804957]"
5500,"(4, 3)","['AL', 0.37394123238041044]"
5750,"(0, 0)","['AD', -0.10569228119423678]"
5750,"(0, 1)","['AL', -0.08694062869214418]"
5750,"(0, 2)","['AD', -0.4319216442175658]"
5750,"(0, 3)","['AD', 0.10420016493828353]"
5750,"(0, 4)","['AD', 1.1594437125445038]"
5750,"(1, 0)","['AD', 0.0053836690548323615]"
5750,"(1, 1)","['AD', -0.022794851317213323]"
5750,"(1, 2)","['AL', -0.2673168891487941]"
5750,"(1, 3)","['AD', 1.0328142690358302]"
5750,"(1, 4)","['AD', 1.6557821579715906]"
5750,"(2, 0)","['AD', 0.08063694298751153]"
5750,"(2, 1)","['AD', 0.10951780300109869]"
5750,"(2, 3)","['AR', 2.793975804737617]"
5750,"(2, 4)","['AD', 2.617859425206113]"
5750,"(3, 0)","['AD', 0.12412792337668495]"
5750,"(3, 1)","['AD', 0.15850112700077917]"
5750,"(3, 3)","['AU', 2.586412864825996]"
5750,"(3, 4)","['AD', 5.4581820547207425]"
5750,"(4, 0)","['AR', 0.1373710380451198]"
5750,"(4, 1)","['AR', 0.5005110316497546]"
5750,"(4, 2)","['AL', 0.7758413904639239]"
5750,"(4, 3)","['AL', 0.377935231353145]"
6000,"(0, 0)","['AD', -0.10639823766275268]"
6000,"(0, 1)","['AL', -0.0889135710817813]"
6000,"(0, 2)","['AD', -0.4467090378118319]"
6000,"(0, 3)","['AD', 0.13755345481998485]"
6000,"(0, 4)","['AD', 1.205863162627085]"
6000,"(1, 0)","['AD', 0.005191137143837833]"
6000,"(1, 1)","['AD', -0.02157670043116778]"
6000,"(1, 2)","['AL', -0.2696149968432127]"
6000,"(1, 3)","['AD', 1.0558307782171854]"
6000,"(1, 4)","['AD', 1.6781550990998044]"
6000,"(2, 0)","['AD', 0.0817070008063222]"
6000,"(2, 1)","['AD', 0.1101928862529425]"
